% This file contains 9 sets of sanitized user data drawn from the
% command histories of 8 UNIX computer users at Purdue over the course
% of up to 2 years (USER0 and USER1 were generated by the same person,
% working on different platforms and different projects).  The data is
% drawn from tcsh(1) history files and has been parsed and sanitized to
% remove filenames, user names, directory structures, web addresses,
% host names, and other possibly identifying items.  Command names,
% flags, and shell metacharacters have been preserved.  Additionally,
% **SOF** and **EOF** tokens have been inserted at the start and end of
% shell sessions, respectively.  Sessions are concatenated by date order
% and tokens appear in the order issued within the shell session, but no
% timestamps are included in this data.  For example, the two sessions:
% 
%         # Start session 1
%         cd ~/private/docs
%         ls -laF | more
%         cat foo.txt bar.txt zorch.txt > somewhere
%         exit
%         # End session 1
% 
%         # Start session 2
%         cd ~/games/
%         xquake &
%         fg
%         vi scores.txt
%         mailx john_doe@somewhere.com
%         exit
%         # End session 2
% 
% would be represented by the token stream
% 
%         **SOF**
%         cd
%         <1>                     # one "file name" argument
%         ls
%         -laF
%         |
%         more
%         cat
%         <3>                     # three "file" arguments
%         >
%         <1>
%         exit
%         **EOF**
%         **SOF**
%         cd
%         <1>
%         xquake
%         &
%         fg
%         vi
%         <1>
%         mailx
%         <1>
%         exit
%         **EOF**
% 
% 
% This data is made available under conditions of anonymity for the
% contributing users and may be used for research purposes only.
% Summaries and research results employing this data may be published,
% but literal tokens or token sequences from the data may not be
% published except with express consent of the originators of the data.
% No portion of this data may be released with or included in a
% commercial product, nor may any portion of this data be sold or
% redistributed for profit or as part of of a profit-making endeavor.
% 
% Please direct any questions regarding this data to Terran Lane:
% terran@ecn.purdue.edu.
% 
%
%
% Information about the dataset
% CLASSTYPE: nominal
% CLASSINDEX: last
%

@relation UNIX_user_data

@attribute history INTEGER
@attribute session STRING
@attribute user {USER0,USER1,USER2,USER3,USER4,USER5,USER6,USER7,USER8}

@data
0461,'cd <1> ls <1> less <1> less <1> less <1> vi <1> less <1> less <1> vi <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> cd <1> make make make cd <1> ln -s <2> ln -s <2> vi <1> cat <1> vi <1> vi <1> parsec -P -N < <1> less <1> parsec -P -N < <1> less <1> fg ll <1> less <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> xhost <2> less <1> xhost - <1> xhost <2> xhost - <1> xhost <2> xhost xhost - <1> xhost cat <1> less <1> ll <1> less <1> less <1> less <1> less <1> cat <1> ls rm <2> ls exit',USER5
0462,'exec -P -N <1> < <1>',USER5
0463,'cd <1> more <1> logout',USER5
0464,'cd <1> ls unrm cd - df <1> cd - cat <1> mv <2> parsec -P -N < <1> less <1> cd - grep <2> cd <1> grep <2> cd <1> ls ll <1> cat <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cp <2> vi <1> parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> parsec -P -N < <1> ll <1> less <1> cd - make makemake make make make uptime w exit',USER5
0465,'w w who df <1> df -u df -a <1> df -b <1> df  <1> df -g <1> df -k <1> df -l <1> df  <1> df -t <1> df -V <1> cd <1> ls mkdir <1> cd <1> ln -s <2> ln -s <2> vi <1> vi <1> cat <1> vi <1> vi <1> cat <1> parsec -P -N < <1> ll <1> cd <1> make cd - parsec -P -N < <1> llnds* ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> less <1> less <1> less <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> less <1> less <1> less <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> cd - make make cd - parsec -P -N < <1> less <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> make cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> ll <1> less <1> less <1> ll <1> parsec -P -N < <1> ll <1> rm <2> cd <1> make cd - cd <1> make make make make cd - parsec -P -N < <1> ll <1> cd - make make cd - parsec -P -N < <1> ll <1> less <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> cd - make cd -parsec -P -N < <1> cd - parsec -P -N < <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> cd - make cd - cd - make make cd - parsec -P -N < <1> ll <1> less <1> grep <2> less <1> cd - make cd - parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> less <1> grep <2> less <1> less <1> cd - make cd - parsec -P -N < <1> less <1> grep <2> parsec -P -N < <1> ll <1> less <1> cd - make cd - parsec -P -N < <1> ll <1> grep <2> less <1> cd <1> ls <1> less <1> grep <2> less <1> grep <2> grep <2> ls <1> less <1> less <1> grep <2> | less ls <1> less <1> grep <2> | less grep <2> | less ls <1> less <1> grep <2> | less grep <2> | less ls <1> less <1> grep <2> | less ls <1> less <1> grep <2> | less ls <1> less <1> grep <2> | less grep <2> > <1> less <1> ls <1> less <1> grep <2> | less grep <2> | less less <1> grep <2> | less grep <2> | less grep <2> | less less <1> grep <2> | less ls <1> less <1> grep <2> | less less <1> grep <2> | less less <1> less <1> grep <2> | less grep <2> | less less <1> less <1> wc <1> less <1> less <1> vi <1> less <1> less <1> ls <1> less <1> less <1> ls <1> less <1> less <1> cp <2> cd - ls rm <2> ls rm <1> parsec -Btest_sent jobs kill <1> ls cd <1> make cd - parsec -Btest_sent ls rm -rf <1> cd <1> ls qu cd <1> less <1> less <1> grep <2> less <1> subcat.h less <1> less <1> grep <2> grep <2> grep <2> grep <2> grep <2> less <1> less <1> less <1> less <1> less <1> cd <1> nice -Btest_sent <1> cd <1> make cd <1> nice -Btest_sent <1> jobs nice -Btest_sent <1> cd <1> ll <1> cd <1> ll <1> ls ln -s <2> ln -s <2> cd - cd <1> nice -Btest_sent <1> cd <1> make nice -Btest_sent <1> cd - nice -Btest_sent <1>',USER5
0466,'cd <1> ls cd <1> ls ll <1> cd <1> ll <1> less <1> cd <1> less <1> cd <1> ll <1> less <1> cd <1> ls cd <1> ls less <1> ll <1> less <1> cd <1> rm <1> cd <1> rm <1> cd <1> rm <1> cd <1> rm <1> ls unrm df -k <1> cd <1> ls rm <1> ln -s <2> ls uptime w cd <1> ls less <1> cd <1> ls cd <1> ls qu qu quota -v <1> quota -v <1> fd -k df -k unrm cd <1> ls cd <1> ls m <1> m <1> ls less <1> cd <1> ls less <1> rm <1> grep <2> ls m <1> rm <1> ls cd <1> ls ls less <1> cd <1> ls cd <1> less <1> grep <2> cd <1> less <1> grep <2> cd <1> less <1> cd <1> ls less <1> rm <1> cd <1> rm <1> cd <1> rm <1> cd <1> rm <1> cd <1> rm <1> cd <1> ls cd <1> less <1> cd <1> less <1> cd <1> cd <1> cd <1> less <1> ll <1> less <1> cd - make cd - cd <1> less <1> cd <1> ls less <1> grep <2> cd <1> ls cd <1> rm <1> cd - less <1> grep <2> ll <1> less <1> cd <1> ls cd - rm <1> cd - ls less <1> ll <1> cat <1> less <1> cd <1> ls ll <1> cd <1> ll <1> cd <1> make make cd <1> grep <2> cd <1> ls grep <2> cd <1> ls grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> cat <1> ll <1> cd <1> grep <2> less <1> cd - less <1> cd <1> ls cd <1> grep <2> less <1> cd <1> ls cd <1> ls rm -r <1> ls ln -s <2> ls cat <1>',USER5
0467,'cd <1> less <1> vi <1> vi <1> vi <1> vi <1> source <1> source <1> setenv less <1> setenv <2> source <1> setenv source <1> less <1> setenv <2> less <1> cd <1> mkdir <1> cd <1> ls source <1> less <1> less <1> source <1> cd <1> less <1> setenv <2> less <1> cd <1> source <1> source <1> source <1> source <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls m <1> ls cd <1> m <1> ls chgram <1> setenv <2> ; cd <1> ; make ll <1> qu exit',USER5
0468,'pwd cd <1> ls cd <1> cd ` <1>',USER5
0469,'xinit exit',USER5
0471,'ping <1> f <1> exit',USER5
0472,'ping <1> exit',USER5
0473,'emacs',USER5
0474,'emacs',USER5
0475,'cd <1> more <1> grep <2> grep <2> more <1> more <1> diff <2> grep <2> fg emacs <1> cd <1> m <1> m <1> cd <1> ls vi <1> parsec -P -N < <1> less <1> fg ls more <1> fg emacs fg cd <1> ls more <1> more <1> logout',USER5
0477,'newgrp <1> exit',USER5
0478,'xinit exit',USER5
0480,'cd <1> xdvi <1> & exit',USER5
0481,'cd <1> mkdir <1> ls cd <1> ln -s <2> ln -s <2> ln -s <2> parsec -Btest_sent3 cd <1> dvi <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> exit',USER5
0482,'emacs exit',USER5
0483,'newgrp <1>',USER5
0484,'who xinit',USER5
0486,'vi <1> vi <1> f <1> f <1> f <1> f <1> qu f <1> pgp -h pgp -ks <1> clear pgp -ks <1> pgp -h pgp -kc <1> pgp -kvc <1> cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls less <1> exit',USER5
0487,'less <1> less <1> less <1> rm <1> cd <1> make cd <1> cp <2> cp <2> cp <2> cp <2> ls ls <1> cd <1> cat <1> cat <1> cat <1> cat <1> less <1> cd <1> less <1> ls ll rm <1> rm <1> ls rm <1> cd <1> ls ll m <1> cd <1> ls ll cat <1> less <1> cd <1> cat <1> cd <1> ll cd <1> cat <1> cd <1> ll less <1> cd <1> ll less <1> cd <1> ls ls <1> less <1> cd <1> ll less <1> cd <1> ll less <1> less <1> less <1> less <1> less <1> less <1> ll less <1> cd <1> ll cat <1> cd <1> ll less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> less <1> cd <1> ll less <1> cd <1> ll less <1> less <1> less <1> less <1> cd <1> ll less <1> less <1> cd <1> ls ll less <1> grep <2> grep <2> less <1> cd <1> ll less <1> cd <1> ll less <1> grep <2> rsh <2> rsh <2> cd <1> ll less <1> cd <1> ll qcd <1> cd <1> ll less <1> cd <1> ll less <1> cd <1> ll cd <1> ll less <1> grep <2> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> grep <2> cd <1> grep <2> less <1> cd <1> grep <2> less <1> less <1> less <1> cd <1> grep <2> less <1> cd <1> ll cd <1> grep <2> grep <2> cd - grep <2> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> grep <2> less <1> cd <1> grep <2> cd <1> less <1> cd <1> grep <2> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> grep <2> less <1> cd <1> rsh <2> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> ll less <1> cd <1> grep <2> ll cd <1> ll cd <1> cd <1> ls ll grep <2> ll less <1> cd <1> grep <2> ll less <1> less <1> less <1> grep <2> ll less <1> less <1> less <1> grep <2> cd <1> ll cd <1> ls ll cd <1> ll cd <1> ls grep <2> rm <1> cd <1> rmdir <1> ls cd <1> cd <1> ll grep <2> less <1> cd <1> ls cd <1> rm <1> cd <1> ls cd <1> ll grep <2> less <1> cd <1> cd <1> less <1> grep <2> less <1> cd <1> cd <1> cd <1> grep <2> less <1> cd <1> rsh <2> grep <2> less <1> cd <1> grep <2> less <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> grep <2> less <1> cd <1> ls mv <2> ls qu ll ls ll chgrp <2> ls rm <1> cd <1> rmdir <1> exit',USER5
0488,'cd <1> ls cd <1> ls cd <1> ls less <1> ls cat <1> grep <2> less <1> parsec -P -N < <1> ln -s <2> ln -s <2> parsec -P -N < <1> parsec < <1> cd <1> less <1> cd <1> cd <1> make cd - parsec < <1> cd - make make cd - parsec < <1> cd <1> less <1> ll <1> ls ll m <1> cd <1> parsec -V3 < <1> mv <2> cd - make cd - parsec -V3 < <1> cd <1> make cd - parsec -V3 < <1> cd <1> cd <1> ll cd <1> cd <1> make cd <1> dvips <1> dvips -t <2> dvips -t -t <3> dvips -t -t <3> dvips -t -t <3> lp -d <2>',USER5
0489,'cd <1> xdvi <1> & latex <1> man <1> man <1> dvips -t <2> ls cp <2> ls <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> cd <1> ls cd <1> ls cd <1> ls m <1> cd <1> ls cd <1> ls cd <1> ls m <1> cd <1> ls ls ll cd <1> ll cd <1> ls cd <1> ls cd <1> ls m <1> m <1> m <1> cd <1> ls cd <1> ls m <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls ls <1> cd <1> ls cd <1> ls cd <1> ls m <1> cd <1> ls ll cd <1> ll m <1> diff <2> cd <1> latex <1> latex <1> texspell <1> texspell <1> cd <1> less <1> vi <1> latex <1> cd - latex <1> cd - ls rm <1> mv <2> m <1> cat <1> rm <1> unrm cd - cd - cd cd - cd <1> ls latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> latex <1> dvips <1> dvips -t -t <3> dvips <1> latex <1> dvips <1> latex <1> latex <1> dvips <1> ll <1> chmod <2> ll <1> ll <1> chmod <2> chmod <2> ll chgrp <2> ll pwd cp <2> cp <2> latex <1> latex <1> xdvi <1> & dvips <1> mv <2> latex <1> dvips <1> latex <1> dvips <1> mv <2> latex <1> dvips <1> mv <2> ls latex <1> man <1> dvips <1> enscript -2r <1> > <1> enscript -2r -p <2> enscript -2r -ptmp.ps <1> enscript -2r -p <2> enscript -2 -p <2> rm <1> ls ls <1> ls <1> rsh -dmsa15 <5> latex <1> latex <1> latex <1> dvips <1> mv <2> latex <1> dvips <1> mv <2> latex <1> dvips <1> latex <1> dvips <1> mv <2> latex <1> dvips <1> mv <2> latex <1> dvips <1> mv <2> exit',USER5
0490,'cd <1> cd <1> ls ll less <1> ll cd <1> parsec -V3 < <1> parsec -V3 < <1> ll cd <1> <GENSYM:42>/ cd <1> ll',USER5
0491,'mail cd <1> ls cd <1> ls emacs <1> grep <2> more <1> fg fg cd <1> make cd <1> ls parsec -V3 < <1> more <1> more <1> fg cd <1> ls ll <1> ll checkin <1> ci <1> ci <1> ls cp <1> cp <2> cp <2> ls ( type <3> ) pwd ls diff <2> > <1> diff <2> diff <2> | more pwd ls more <1> more <1> pwd more <1> logout',USER5
0492,'cd <1> ls cd <1> ls cd <1> diff <2> mail <1> < <1> logout',USER5
0493,'cd <1> make make make make make make make make make make make parsec -V3 < <1> parsec -V3 < <1> cd <1> ls less <1> ll <1> less <1> cd <1> make make parsec -V3 < <1> parsec -V3 <GENSYM:43>/test_sent3 ls <1> ln -s <2> parsec -V3 -Btest_sent3 make parsec -V3 -Btest_sent3 make make make parsec -V3 -Btest_sent3 ,ale make cd <1> cat <1> parsec -V3 < <1> <GENSYM:44>/parsec -V3 < <1> ll cd <1> ll diff <2> ls cd <1> ls ll cd <1> ls less <1> less <1> cd <1> make cd ` <1>',USER5
0494,'cd <1> parsec -V3 -Bstest_sent3 parsec -V3 <GENSYM:43>/test_sent3 parsec -V3 -Btest_sent3 cd <1> ls cd <1> ls ll less <1> less <1> less <1> less <1> less <1> less <1> cd <1> ll less <1> cd <1> ll less <1> less <1> less <1> less <1> less <1> cd <1> ll less <1> cd <1> ll less <1> cd <1> ll cat <1> less <1> less <1> less <1> less <1> cd <1> ll less <1> cd <1> make parsec -V3 -Btest_sent3 make make make parsec -V3 -Btest_sent3 make parsec -V3 -Btest_sent3 make parsec -V3 -Btest_sent3 make make parsec -V3 -Btest_sent3 make make parsec -V3 -Btest_sent3 make parsec -V3 -Btest_sent3 make cd <1> parsec -V3 < <1> <GENSYM:44>/parsec -V3 < <1> make cd <1> make make cd - <GENSYM:44>/parsec -V3 < <1> cd <1> <GENSYM:44>/parsec -V3 < <1> cd <1> make cd - <GENSYM:44>/parsec -V3 < <1> cd - make cd <GENSYM:45>/parsec -V3 < <1> cd - <GENSYM:44>/parsec -V3 < <1> cd - make cd - <GENSYM:44>/parsec -V3 < <1> <GENSYM:44>/parsec -V3 < <1> ls cd - make make cd - cd - make make make make make cd - <GENSYM:44>/parsec -V3 < <1> <GENSYM:44>/parsec -V3 < <1> cat <1> <GENSYM:44>/parsec -V3 -sntnce.txt <GENSYM:44>/parsec -V3 -Bsntnce.txt fg <GENSYM:44>/parsec -V3 < <1> cat <1> cd - make cd - <GENSYM:44>/parsec -V3 < <1> cd - make cd - <GENSYM:44>/parsec -V3 < <1> cd <1> parsec -V3 -Btest_sent3',USER5
0495,'cd <1> emacs <1> logout',USER5
0496,'cd <1> gunzip <1> ls mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> mv <2> lp -dmsa15 <1> qu',USER5
0497,'less <1> setenv less <1> m <1> f <1> ll less <1> less <1> exit',USER5
0498,'cd <1> ls emacs <1> ls lpstat lpstat <1> cancell <1> cancel <1> lpstat <1> less <1> ls head <1> head <1> head <1> ls head <1> head <1> head <1> ls head <1> head <1> head <1> ls lp -dmsa15 <11> logout',USER5
0499,'cd <1> ll lpstat exit',USER5
0500,'cd <1> lp -dmsa15 <3>',USER5
0501,'cd <1> ls ls <1> lp -dmsa15 <1>',USER5
0502,'emacs jobs kill <1> pine exit',USER5
0503,'pine vi <1> qu exit',USER5
0504,'cd <1> ls ll <1> less <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls mv <2> mv <2> gunzip -c <1> > <1> gunzip -c <1> > <1> cd <1> ls cp <2> cd <1> ls c4.5 -c100 -m1 -d -f <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> tree2lisp -f <1> tree2lisp -f <1> ls rm <4> cp <2> cp <2> mv <2> mv <2> qu ext exit',USER5
0505,'pine exit',USER5
0506,'pine exit',USER5
0507,'pine exit',USER5
0508,'exit',USER5
0509,'f <1> f <1> pine eeph <1> f <1> f <1> f <1> pine uptime w exit',USER5
0510,'pine exit',USER5
0511,'pine cd <1> ls cd <1> ll m <1> exit',USER5
0512,'logout',USER5
0513,'pine exit',USER5
0514,'pine cd <1> ls cd <1> ls cd <1> ls qu cd cd <1> ls ls <1> CD <1> cd <1> cd <1> ls mkdir <1> cd <1> cp <2> man <1> cp -pr <2> bg qu du -k qu qu qu qu mv <2> ln -s <2> ls cd <1> ls ls <1> cd <1> ls cd <1> ls gunzip <1> | less jobs ls fg less <1> gzip -9 <1> gunzip -c <1> | less ls cd <1> ls gunzip -c <1> | less gunzip -c <1> | less ls cd <1> ls cd <1> ls cd <1> ls cd <1> ls m <1> cd <1> cd <1> ls cd <1> m <1> cd <1> ls rm -r <1> bg qu ls <1> ls <1> ls <1> ls <1> qu ls <1> jobs exit',USER5
0515,'pine cd <1> ls qu ls <1> cd <1> qu cd <1> du -k cd <1> ls cd <1> du -k cd <1> du -k cd <1> ls exit',USER5
0516,'newgrp <1>',USER5
0517,'cd <1> make cp <2> cp <2> make parsec -V3 -S jobs kill <1> cd <1> ll cp <2> cd <1> ll <1> cd <1> jobs ls ls <1> qu make make <1> make make ll <1> less <1> less <1> make <1> cd <1> ls mkdir <1> cd <1> ln -s <2> ln -s <2> <GENSYM:41>/verify.pl -h <GENSYM:41>/verify.pl -s -d <2> <GENSYM:41>/verify.pl -s -d <2> <GENSYM:41>/verify.pl -s -d <2> jobs kill <1> kill <1> <GENSYM:41>/verify.pl -s -d <2> ls less <1> parsec -V -N < <1> <GENSYM:1>/parsec -V -N < <1> ll ll <1> rm <1> rm <1> ln -s <2> ln -s <2> jobs kill <1> <GENSYM:41>/verify.pl -s -d <2> ls ll <1> less <1> kill <1> <GENSYM:1>/parsec -V -N < <1> rm <1> ln -s <2> <GENSYM:41>/verify.pl -s -d <2> ls grep <2> grep <2> grep <2> ll less <1> cd - cd - cd <1> make <1> make <1> ll <1> touch <1> make make <1> touch <1> make <1> cd - <GENSYM:41>/verify.pl -s -d <2> bg ls grep <2> ll <1> ll <1> ll <1> less <1> fg jobs kill <1> cd - make <1> bg cd - rm <3> ls rm <1> cd - fg touch <1> make <1> touch <1> make <1> cd - <GENSYM:41>/verify.pl -s -d <2> grep <2> less <1> jobs ll fg less <1> kill <1> cd - make <1> make <1> cd - ls rm <4>',USER5
0518,'xstart exit',USER5
0520,'matlab',USER5
0523,'f <1> cd <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> qu ll gzip -9 <1> ll gzip -9 <1> qu rm <1> qu qu ls gunzip <1> grep <2> > <1> ls rm <1> ls <1> cd <1> ls mkdir <1> cd <1> ln -s <2> cd <1> cp <2> ls rm <1> gunzip <1> ls cp <2> ls tree2lisp -f <1> tree2lisp -f <1> ls cp <2> cp <2> gzip -9 <1> mv <2> rm <1> ls cd <1> ls <1> ls ln -s <2> rm <1> make <1> cd <1> ls ls ll cd <1> ls cd <1> l,s ls cd <1> ls ll cd <1> ls cd <1> ls cd <1> ls ls <1> ls <1> ls <1> ls <1> m <1> cd <1> ls ls mkdir <1> mkdir <1> mkdir <1> mkdir <1> cd <1> ls cd <1> ls ls <1> cd <1> ls ls <1> ls <1> ls <1> cd <1> make <1> less <1> less <1> cp <2> make <1> <GENSYM:41>/verify.pl -h <GENSYM:41>/verify.pl -s -d <2> kill <1> ls <1> ls <1> ls <1> cd <1> ls ln -s <2> ln -s <2> mkdir <1> cd <1> mv <2> l ls ln -s <2> ls <GENSYM:41>/verify.pl -s -d <2> ls less <1> kill <1> <GENSYM:41>/verify.pl -s -d <2> ls less <1> rm <1> cp <2> <GENSYM:41>/verify.pl -s -d <2> jobs kill <1> kill <1> vi <1> ls cd <1> ls <1> rm <1> cp <2> rm <1> cp <2> cp <2> cd <1> ls rm <1> ls gunzip <1> ls mv <2> mv <2> tree2lisp -f <1> tree2lisp -f <1> ls cp <2> cp <2> mv <2> mv <2> gzip -9 <1> vi <1> ls mv <2> rm <1> ls m <1> ls cd <1> make <1> cp <2> make <1> cd <1> <GENSYM:41>/verify.pl -s -d <2> ls less <1> ll <1> <GENSYM:41>/verify.pl -s -d <2> ls rm <1> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> gzip -9 <3> ls m <1> vi <1> cd <1> ls cd <1> ls mkdir <1> cd <1> mv <2> mv <2> ls cd <1> ls ll <1> cd - cd <1> ls m <1> cd <1> cp <2> cd <1> ls gunzip <1> diff <2> w fg ls cd <1> ls cp <2> cd <1> ls gunzip <1> ls diff <2> diff <2> | less less <1> less <1> cp <2> ls mv <2> mv <2> mv <2> gunzip <1> tree2lisp -f <1> diff <2> tree2lisp -f <1> diff <2> rm <1> ls rm <1> rm <1> ls ls <1> vi <1> cp <2> ls gunzip <1> ls mv <2> mv <2> tree2lisp -f <1> tree2lisp -f <1> cp <2> cp <2> mv <2> mv <2> gzip -9 <1> ls mv <2> rm <2> ls cd <1> make <1> ls <1> mv <2> make <1> cd <1> <GENSYM:41>/verify.pl -s -d <2>',USER5
0524,'cd <1> ls cd <1> ls less <1> ls <1> ls <1> ll <1> cp <2> make <1> less <1> touch <1> make <1> ls <1> m <1> fg less <1> fg cd <1> ls cp <2> ln -s <2> <GENSYM:41>/verify.pl -s -d <2> ls cp <2> ls mv <2> cd <1> ls cp <2> ls cp <2> ls head <1> ls head <1> qls ls gunzip <1> vi <1> ls mv <2> mv <2> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> m <1> tail <1> <GENSYM:20>/c4.5 -c100 -m1 -d -f <1> > <1> tail <1> ll rm <2> gzip -9 <1> cd <1> make <1> mv <2> make <1>',USER5
0525,'cd <1> ls cd <1> grep <2> cd <1> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> w ping <1> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> vi <1> gzip <3> rm <1> gunzip <1> gzip -9 <3> cd <1> ls mv <2> mv <2> qu cd <1> ls <1> cd <1> ls w cd <1> ls ll grep <2> > <1> grep <2> > <1> wc -l <1> tree2lisp -f <1> tree2lisp -f <1> ll gzip -9 <3> ll cp <2> cp <2> gzip -9 <1> less <1> cd <1> ls mv <2> ls qu exit',USER5
0526,'cd <1> ls grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> grep <2> vi <1> rm <1> gzip -9 <3> cd <1> cd - cd <1> ls mv <2> mv <2> ls cd - ls cd <1> ls cp <2> ls gunzip <1> ls rm <1> cp <2> ls gunzip <1> m <1> ls mv <2> mv <2> tree2lisp -f <1> tree2lisp -f <1> mv <2> mv <2> cp <2> cp <2> cp <2> gzip -9 <1> mv <2> mv <2> ls rm <1> ls cd <1> make <1> cp <2> make <1>',USER5
0527,'cd <1> ls <1> cd <1> ll <1> cd <1> <GENSYM:41>/verify.pl -s -d <2>',USER5
0528,'cd <1> ls cd <1> ls cd <1> ls cd <1> ls eject ls ls cd <1> ls m <1> cd <1> ls m <1> ls cd <1> ls cd <1> ls m <1> ls less <1> less <1> ll <1> cp <2> cd <1> qu cd <1> ls eject exit',USER5
